Fwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Bwd IAT Total,Bwd IAT Mean,Packet Length Mean,Label,NormPacket_Length_Mean,NormFwd_Packet_Length_Std,NormBwd_IAT_Total,NormFlow_IAT_Mean,NormFwd_IAT_Mean,NormFlow_IAT_Std,NormBwd_IAT_Mean
0.000000,0.000070,0.028919,0.048000,60,0.000060,147.400000,dns,0.982667,0.000000,0.000000,0.000100,0.022773,0.000024,0.000000
0.000000,22.975000,0.000000,0.000000,0,0.000000,183.333333,dns,1.222222,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000
0.000000,1.722000,0.000000,0.000000,0,0.000000,188.333333,dns,1.255556,0.000000,0.000000,2.446940,0.000000,0.000000,0.000000
0.000000,25.119000,0.000000,0.000000,0,0.000000,197.000000,dns,1.313333,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000
0.000000,0.000115,0.134972,0.048000,26,0.026000,147.400000,dns,0.982667,0.000000,0.000000,0.000163,0.022773,0.000111,0.000012
0.000000,0.288000,0.000000,0.000000,0,0.000000,193.666667,dns,1.291111,0.000000,0.000000,0.409244,0.000000,0.000000,0.000000
0.000000,75.675000,0.000000,0.000000,0,0.000000,126.000000,dns,0.840000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000
0.000000,75.989000,0.000000,0.000000,0,0.000000,123.333333,dns,0.822222,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000
0.000000,0.000608,0.999748,0.042000,19,0.019000,147.400000,dns,0.982667,0.000000,0.000000,0.000863,0.019926,0.000825,0.000009
0.000000,8.344000,14.186690,0.057000,24725,24.725000,147.400000,dns,0.982667,0.000000,0.000021,10.000000,0.027043,0.011710,0.011771
0.000000,0.314000,0.000000,0.000000,0,0.000000,193.666667,dns,1.291111,0.000000,0.000000,0.446190,0.000000,0.000000,0.000000
0.000000,0.133000,0.145496,0.000050,48,0.048000,147.400000,dns,0.982667,0.000000,0.000000,0.188991,0.000024,0.000120,0.000023
0.000000,0.000098,0.094944,0.000050,36,0.036000,147.400000,dns,0.982667,0.000000,0.000000,0.000139,0.000024,0.000078,0.000017
0.000000,0.738000,1.052744,0.051000,1950,0.001950,147.400000,dns,0.982667,0.000000,0.000002,1.048689,0.024196,0.000869,0.000001
0.000000,0.329000,0.000000,0.000000,0,0.000000,133.000000,dns,0.886667,0.000000,0.000000,0.467505,0.000000,0.000000,0.000000
0.000000,0.103000,0.121503,0.000050,17,0.017000,133.600000,dns,0.890667,0.000000,0.000000,0.146362,0.000024,0.000100,0.000008
0.000000,0.008251,13.985790,0.216000,24400,0.024400,145.800000,dns,0.972000,0.000000,0.000020,0.011724,0.102478,0.011544,0.000012
0.000000,0.000145,0.169143,0.072000,24,0.024000,147.400000,dns,0.982667,0.000000,0.000000,0.000206,0.034159,0.000140,0.000011
0.000000,0.008602,14.628206,0.041000,25493,25.493000,147.400000,dns,0.982667,0.000000,0.000021,0.012224,0.019452,0.012074,0.012137
0.000000,0.254000,0.000000,0.000000,0,0.000000,133.000000,dns,0.886667,0.000000,0.000000,0.360931,0.000000,0.000000,0.000000
0.000000,0.216000,0.000000,0.000000,0,0.000000,136.333333,dns,0.908889,0.000000,0.000000,0.306933,0.000000,0.000000,0.000000
0.000000,8.404000,0.000000,0.000000,0,0.000000,197.000000,dns,1.313333,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000
0.000000,15.579000,0.000000,0.000000,0,0.000000,118.666667,dns,0.791111,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000
0.000000,0.008350,0.000000,0.000000,0,0.000000,201.000000,dns,1.340000,0.000000,0.000000,0.011865,0.000000,0.000000,0.000000
0.000000,1064.582000,0.000000,0.000000,0,0.000000,172.666667,dns,1.151111,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000
0.000000,0.872000,0.000000,0.000000,0,0.000000,139.666667,dns,0.931111,0.000000,0.000000,1.239101,0.000000,0.000000,0.000000
0.000000,0.236000,0.000000,0.000000,0,0.000000,146.333333,dns,0.975556,0.000000,0.000000,0.335353,0.000000,0.000000,0.000000
0.000000,2.028000,0.000000,0.000000,0,0.000000,151.000000,dns,1.006667,0.000000,0.000000,2.881762,0.000000,0.000000,0.000000
